hour_minute,high,low,average,open,close
18:32,1.965e-05,1.964e-05,1.9645e-05,1.965e-05,1.964e-05
18:33,1.965e-05,1.964e-05,1.9643999999999997e-05,1.964e-05,1.964e-05
18:34,1.963e-05,1.962e-05,1.9625e-05,1.963e-05,1.962e-05
18:35,1.964e-05,1.962e-05,1.96325e-05,1.963e-05,1.964e-05
18:36,1.961e-05,1.959e-05,1.96e-05,1.959e-05,1.961e-05
18:37,1.959e-05,1.957e-05,1.95775e-05,1.957e-05,1.958e-05
18:38,1.957e-05,1.956e-05,1.9565e-05,1.957e-05,1.956e-05
18:39,1.958e-05,1.957e-05,1.9575e-05,1.958e-05,1.957e-05
18:40,1.959e-05,1.959e-05,1.959e-05,1.959e-05,1.959e-05
18:41,1.958e-05,1.958e-05,1.958e-05,1.958e-05,1.958e-05
18:42,1.956e-05,1.956e-05,1.956e-05,1.956e-05,1.956e-05
18:43,1.957e-05,1.955e-05,1.95575e-05,1.956e-05,1.955e-05
18:44,1.956e-05,1.955e-05,1.9557499999999997e-05,1.956e-05,1.956e-05
18:45,1.955e-05,1.954e-05,1.9545e-05,1.955e-05,1.954e-05
18:46,1.954e-05,1.952e-05,1.95325e-05,1.953e-05,1.954e-05
18:47,1.952e-05,1.95e-05,1.9514e-05,1.951e-05,1.952e-05
18:48,1.954e-05,1.952e-05,1.9527500000000002e-05,1.953e-05,1.952e-05
18:49,1.953e-05,1.951e-05,1.952e-05,1.951e-05,1.953e-05
18:50,1.952e-05,1.95e-05,1.951e-05,1.952e-05,1.95e-05
18:51,1.952e-05,1.95e-05,1.951e-05,1.952e-05,1.95e-05
18:52,1.952e-05,1.95e-05,1.951e-05,1.95e-05,1.952e-05
18:53,1.952e-05,1.949e-05,1.9505e-05,1.951e-05,1.95e-05
18:54,1.954e-05,1.952e-05,1.952923076923077e-05,1.953e-05,1.953e-05
